,restaurant_name,dine_rating,delivery_rating_f,location,average_pricing,popular_cuisine,open_time,closed_time_f,operational_hours,operational_days,open_days_f,last_open_day,reviews,url,sentiment_analysis,overall_review,delivery_vs_dine_in_preference,average_rating
328,The F Spot Shawarma & More,4.4,3.8,"Karol Bagh, New Delhi",250,"Classic Chicken Shawarma, Chicken Burger, Vada Pav, Fries, Burgers",12noon,11,11.0,7,Mon,Sun,"['Hummus was not good… changed taste a cease maybe it was kept out in hot', 'Fries were missing. I’ve ordered many times from The F spot, fries are a part of the dish which were missing from my order today. After paying a full price I’m left Disappointed.', 'Chicken was not fresh', 'Did not like the quantity of the products in comparison to the price. Very disappointing.', 'The food was burnt and overcooked. I prefer frequently from this place however this is the first time my order was over cooked']",https://www.zomato.com/ncr/the-f-spot-shawarma-more-karol-bagh-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 1, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 3.799999952316284, 'dine_in_rating': 4.4, 'preference': 'Dine-in'}",4.099999976158142
329,Flavours Of Punjab,3.2,3.9,"Rajinder Nagar, New Delhi",850,"Afghani Murgh Tikka, Garlic Naan, Kadhai Paneer, Dal Makhani",12noon,12,12.0,7,Mon,Sun,"['Didn’t like the taste', 'Missing garlic naan in order ....big fraud never orderd again', 'snacks were hopeless not properly prepared no masala was there completlely dry , Below standard']",https://www.zomato.com/ncr/flavours-of-punjab-rajinder-nagar-new-delhi,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 1, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 3.9000000953674316, 'dine_in_rating': 3.2, 'preference': 'Delivery'}",3.550000047683716
330,Dil Pasand Biryani Point,4.1,0.0,"Jama Masjid, New Delhi",300,"Inexpensive, Comfort Food, Good Crowd, Polite Staff, Price, Quantity",12noon,11pm,11.0,7,Mon,Thu,"['Hi, Biryani was awesome, keep it up.', Hello""",https://www.zomato.com/ncr/dil-pasand-biryani-point-jama-masjid-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 3, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 0.0, 'dine_in_rating': 4.1, 'preference': 'Dine-in'}",2.05
331,Sairaat Kitchen,3.7,0.0,"Rajinder Nagar, New Delhi",350,"Student Crowd, Customizable Food, Elaborate Menu, Fresh Food, Good Quality",7am,11pm,16.0,7,Mon,Sun,['No reviews here'],https://www.zomato.com/ncr/sairaat-kitchen-rajinder-nagar-new-delhi,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 2, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 0.0, 'dine_in_rating': 3.7, 'preference': 'Dine-in'}",1.85
332,Shri Ram Centre Canteen,4.1,0.0,"Mandi House, New Delhi",250,"Friendly Place, Good Place, Prices, Quantity, Ambience, Food",10am,4pm,6.0,7,Mon,Sun,"['The chilly garlic chowmein was not good. It has something which made me unwell and I had severe stomache after eating it', 'It was my favourite college time haunt. The noodles and the momos they do are way better than what’s served in most restaurants. The food has this delicious fulfilling taste to it. They also serve a lemonade that has such a fizz to it that it perfectly quenches summertime itch in throat. The prices are so reasonable you would be bewildered. For brand of Indian Chinese this place is far better than restaurants. Try this over let-downs like Bercos.', 'Shri ram centre canteen is a hidden gem and ever buzzing place. Famous for its art and culture it hosts a canteen serving the best chinese food. The place has seating area both inside and in outer open area overlooking the garden. You can have your own time there or chill with your friends in the open seating area and feast on yummy food. Their rolls are so crispy. The most fulfilling noodles and chilly paneer. All the food is available at the most affordable prices. The quantity is very sufficient. Their lemonade is also very refreshing. The serving people are very polite and quick.\nMust visit this place if you are around or looking for an affordable yet delicious meal.']",https://www.zomato.com/ncr/shri-ram-centre-canteen-mandi-house-new-delhi,"{'overall_sentiment': 'Neutral', 'positive_reviews_count': 1, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Neutral,"{'delivery_rating': 0.0, 'dine_in_rating': 4.1, 'preference': 'Dine-in'}",2.05
333,Downtown - Sector 29,4.9,0.0,"Main Market, Sector 29, Gurgaon",2800,"American Fried Chicken, Veg Farm Pizza, Strawberry Margarita, Vegetable Seekh, Dark Beer, Wheat Beer",1pm,1am,12.0,7,Mon,Sun,"['I have been a regular customer of downtown for past 5-6 years. I requested for onion and they denied and said it will be chargeable . This was really funny and I laughed while hearing this comment ..', 'One of the best draught beer and food in sector 29, gurugram.\n\nChicken tikka and white sauce pasta was delicious.\n\nRecommend to go there in sector 29 market', 'Ambience is good, food is tasty and the environment is too good. I loved it', 'Excellent Service and Great Food', 'Ambience was very good and thanks to Ram for the good service. It was really good experience👍👍👍']",https://www.zomato.com/ncr/downtown-sector-29-sector-29-gurgaon,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 1, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 0.0, 'dine_in_rating': 4.9, 'preference': 'Dine-in'}",2.45
334,Sunset Story Lounge,4.6,0.0,"The Westin Gurgaon, Sector 29, Gurgaon",3000,"₹3,000 for two people (approx.) with alcohol",12noon,3,15.0,7,Mon,Sun,"['Amit was very excellent and courteous in the service.', 'The food and ambiance is soo good. We were served by Himanshu', 'himanshu gave us great service', 'Himanshu was great', 'Himanshu has been really good']",https://www.zomato.com/ncr/sunset-story-lounge-sector-29-gurgaon,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 1, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 0.0, 'dine_in_rating': 4.6, 'preference': 'Dine-in'}",2.3
335,VietNom,4.7,4.4,"Cyber Hub, DLF Cyber City, Gurgaon",2000,"Pho Noodle, Mango Chicken, Pho Soup, Sea Food Salad, Mango Curry, Dolma",12noon,11,11.0,7,Mon,Sun,"['Had an amazing experience. Thanks koko for an excellent service.', 'Great service by KoKo', 'Great food Nd service by arun', 'Good Service by KoKo and Great food ❤️', 'Delicious food']",https://www.zomato.com/ncr/vietnom-dlf-cyber-city-gurgaon,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 3, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 4.400000095367432, 'dine_in_rating': 4.7, 'preference': 'Dine-in'}",4.5500000476837155
336,TBSP - Tablespoon,4.5,0.0,"Cyber Hub, DLF Cyber City, Gurgaon",2000,"₹2,000 for two people (approx.)",12noon,11pm,11.0,7,Mon,Sun,"['Everything we tried here was awesome.\nShahzad who was our server, he was really nice.', 'Great service by Shehzad !', 'Food is really great. Extremely enjoyable in group of 4+ with wide range of varieties', 'Had an amazing time at TBSP!!! Amazing food and ambience! Thanktou to shezaad for amazing service 👍🏻😁', 'Md shahzad gave us very good service\nExcellent food']",https://www.zomato.com/ncr/tbsp-tablespoon-dlf-cyber-city-gurgaon,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 0.0, 'dine_in_rating': 4.5, 'preference': 'Dine-in'}",2.25
337,Burosu Asia Soul Kitchen,4.2,4.0,"32nd Avenue, Milestone, Gurgaon",1900,"Ramen, Dimsum, Cheesecake, Soup, Drinks",12noon,11,11.0,7,Mon,Sun,"['Food was so so! Nothing great. Better to try other restaurants in 32nd milestone', 'Brilliant ambience.. Brilliant food.. Brilliant service.. Special mention of Sanchit..', 'Great place if you are an dimsum lover. Shoutout to sanchit to make it a better experience.', 'Neon lit ambience at the place makes the dining experience quite interesting. I loved the taste of all the items ordered including Ramen, Dimsums and Fried Chicken. The Taste, Texture and Aroma of all the dishes was on point and made our maiden trip to the restaurant a success. Our host, Vikas was very helpful with his suggestion and overall service. Definitely coming back soon.', 'Delicious food. Must Try. Mr Vik']",https://www.zomato.com/ncr/burosu-asia-soul-kitchen-sector-15-gurgaon,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 3, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 4.0, 'dine_in_rating': 4.2, 'preference': 'Dine-in'}",4.1
338,Clock Tower,4.6,4.2,"Golf Course Road, Gurgaon",3000,"Chocolate Stout, Pork Platter, Double Fried Pork, Vindaloo, Crispy Prawns, Craft Beer",12noon,12midnight,12.0,7,Mon,Sun,"['Really appreciate helpful nature of Mr. Bhuvan', 'Clock Tower is a place where you can enjoy with your Family , colleagues n friends\nA nice place to hangout,\nAmbience is good,good food,good staff\nand the most important-There beer\nbeer tastes awesome\nkeep up your good work team\nthanks.', 'Great atmosphere and served delicious food. However, when we asked about an issue with the bill, the manager behaved very rudely.', 'Ajay hosted us well! Had a great time watching the world cup final! Great ambiance and an awesome experience!', 'Great food and ambience']",https://www.zomato.com/ncr/clock-tower-golf-course-road,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 2, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 4.199999809265137, 'dine_in_rating': 4.6, 'preference': 'Dine-in'}",4.399999904632568
339,Zorro - The Luxury Night Club,4.0,0.0,"Sector 29, Gurgaon",2700,"Customizable Dishes, Dj, Variety of Pizza, Vibe, Good Music, Weekend Brunch",12noon,6am,18.0,7,Mon,Sun,"['Amazing Place with Great service\nfood -just wow\nambience - Attractive\nservice - Impressive', 'Food was not good', 'Everything was amazing\nFood , service , crowd , music\nOn top ..!!!', 'Everything is just fine and awesome and staff bharat was really corporatieve', If you're looking for a great place for a party""",https://www.zomato.com/ncr/zorro-the-luxury-night-club-sector-29-gurgaon,"{'overall_sentiment': 'Neutral', 'positive_reviews_count': 1, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Neutral,"{'delivery_rating': 0.0, 'dine_in_rating': 4.0, 'preference': 'Dine-in'}",2.0
340,Manhattan Bar & Brewery,4.7,0.0,"Global Foyer Mall, Golf Course Road, Gurgaon",1700,"Kiwi Blast, Brewed Wheat Beer, Butter Chicken Bao, Draft Beer, Chocolate Pan, Garlic Bread with Cheese",1pm,1am,12.0,7,Mon,Sun,"[Not sure why the place is rater so highly.\nFood was extremely average. You'd have to treasure hunt find a server. Place wasn't clean and stank. Only and only thing that was good was the DJ""",https://www.zomato.com/ncr/manhattan-bar-brewery-golf-course-road,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 0.0, 'dine_in_rating': 4.7, 'preference': 'Dine-in'}",2.35
341,Gulati,4.0,4.3,"Mega Mall, DLF Phase 1, Gurgaon",2200,"Excellent Food, Cute Packaging, Amazing Food, Great Taste, Value for Money, Presentation",12noon,11,11.0,7,Mon,Sun,"['Overall great experience', 'Worst Dal and breads were hard']",https://www.zomato.com/ncr/gulati-dlf-phase-1-gurgaon,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 4.300000190734863, 'dine_in_rating': 4.0, 'preference': 'Delivery'}",4.150000095367432
342,Raifu - Japanese Restaurant,4.6,4.4,"Dia Park Premier, Sector 29, Gurgaon",2000,"Ambience, Price, Quality, Staff, Service, Packaging",10am,10pm,12.0,7,Mon,Sun,"['I hope you can increase single plate out rice menu.', 'Great good', 'What a wonderful experience! The ambience, food , service , absolutely on point! Out Father’s Day lunch was an absolute delight thanks to the staff of the restaurant. Keep shining!', 'The ambience was great and the food was delicious. We ordered a sushi platter and chicken ramen noodles, and they were the best that we have had. A good place to enjoy Japanese cuisine.']",https://www.zomato.com/ncr/raifu-japanese-restaurant-sector-29-gurgaon,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 2, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 4.400000095367432, 'dine_in_rating': 4.6, 'preference': 'Dine-in'}",4.500000047683716
343,Seasonal Tastes - The Westin Gurgaon,4.2,4.0,"The Westin Gurgaon, Sector 29, Gurgaon",5000,"Sunday Brunch, Sushi, Deserts, Salads, Soups, Dimsums",00:00,23:59,23.98,7,Mon,Sun,"['Visited for lunch occasion of parent birthday. Season Tastes have appears to have lost culinary taste and customer service tempo"""".\n\npros :\n1.Complimentary valet parking\n2.Wheel chair assistance\n3.Accepting Zomato payments\n\nCons :\n1.Reception and customer service lags and not expected from brand like Westin.\n2.Spread does not justify price of INR2700/- No Pizza/Pasta for kids. Limited veg main course menu.\n3.Though the visit was for special iccasion there was no attempt made by staff to make it special (request initimated for birthday).\n4.Real mood turn off were table flies ruining the experience we had in mind birthday and family time. Westin restaurant team should know...read more'""",https://www.zomato.com/ncr/seasonal-tastes-the-westin-gurgaon-sector-29,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 4.0, 'dine_in_rating': 4.2, 'preference': 'Dine-in'}",4.1
344,Farzi Cafe,4.3,4.3,"Cyber Hub, DLF Cyber City, Gurgaon",2000,"Crispy Okra Salad, Whiskey Sour Cream, Dal Chawal Archini, Carrot Cream, Chicken Tikka Tart, Prawn Chettinad",12noon,12midnight,12.0,7,Mon,Sun,"['Food was really bad, we ordered red sauce pasta and they have added beans ,cauliflower and carrot in it, staff was not co-operative at all, Although it was Monday night , cafe was empty still staff pretended all the time that they are busy and ignored what customer is saying or wanted, Rude behaviour', 'Food was not good. Very average', 'Garbage service', 'Was my first time . Was a great experience. Food is a pleasant change from the usual restaurant s.Very innovative .lot of seating space and camfortable👍']",https://www.zomato.com/ncr/farzi-cafe-dlf-cyber-city,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 4.300000190734863, 'dine_in_rating': 4.3, 'preference': 'Delivery'}",4.300000095367432
345,Spectra - The Leela Ambience,4.3,2.8,"The Leela Ambience, DLF Phase 3, Gurgaon",6000,"Dessert Buffet, Salmon Sashimi, Dessert Platter, Dessert Counter, Sea Food, Sushi",00:00,23:59,23.98,7,Mon,Sun,"['The food was bland with certainly no spices or even taste. Very disappointed with food quality. Also, the variety of food was way lower than the expectations, for snacks as well as the main course. Even the basic food options were unavailable for lunch.\nStaff too was not cooperative.\nFurther, the some of the cooking such as fish were made in open which causd smell and that was excessively strong and caused a headache and vegetarian person will find difficult to eat even.\n- Not at all recommended for vegeterian folks.', 'Great ambience and lots of choice particularly impressive Japanese and Asian. It was my wife’s birthday and Japanese chef did a special birthday dish for her and Jayati did excellent service and arranged a nice thank you birthday cake !', 'Good', 'A great buffet spread and pampered by courteous staff\nThoroughly enjoyed the time spent', 'Good for Indian food only']",https://www.zomato.com/ncr/spectra-the-leela-ambience-dlf-phase-3,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 3, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 2.799999952316284, 'dine_in_rating': 4.3, 'preference': 'Dine-in'}",3.549999976158142
346,Oishii Wok,4.7,4.2,"Super mart 2, DLF Phase 4, Gurgaon",1100,"Soya Fish, Paper Chicken, Drunken Prawns, Konjee Crispy Lamb, Pad Thai Veg, Poke Bowl",12noon,11pm,11.0,7,Mon,Sun,"[excellent food's & fast service oishii rainbow 🌈 sushi 🍣 delicious""""""",https://www.zomato.com/ncr/oishii-wok-dlf-phase-4,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 2, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 4.199999809265137, 'dine_in_rating': 4.7, 'preference': 'Dine-in'}",4.449999904632568
347,Spice It - ibis Gurgaon Golf Course Road,4.0,4.2,"IBIS Hotel, Golf Course Road, Gurgaon",2500,"Veg Club Sandwich, Dal Makhani, Naan, Momos, Pasta",00:00,23:59,23.98,7,Mon,Sun,"['service of Mr. balram was excellent. balram. need improvement in tea quality. suggest to prepare fresh tea on order.', 'Ambiance was good.\nGood Varieties of dishes.\nStaff were very polite.\nNeed to focus on imprving the Taste.', 'The menu offers a decent variety of options, and everything we tried like Biryani, Starters etc. was delicious.', 'very limited options, no oriental or Chinese side dishes available, almost negligible dessert items, even in Biriyani they provide egg not chicken. highly dissatisfied', Greatest IPL offers. Drinks at MRP rates. Relaxing and having real conversations at IBIS is a dream come TRUE. Thank you for the best service. Staff is super friendly and understanding. Can't wait to comeback.""""]""""",https://www.zomato.com/ncr/spice-it-ibis-gurgaon-golf-course-road-golf-course-road-gurgaon,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 4.199999809265137, 'dine_in_rating': 4.0, 'preference': 'Delivery'}",4.099999904632568
348,Ping's Bia Hoi,4.4,4.2,"DLF Horizon Center, Gurgaon",1700,"Baos, Dim Sums, Dumplings, Cocktails, Noodles, Drink",12noon,11,11.0,7,Mon,Sat,"['Anand provided great service', I don't know what the problem was with their food""",https://www.zomato.com/ncr/pings-bia-hoi-golf-course-road,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 1, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 4.199999809265137, 'dine_in_rating': 4.4, 'preference': 'Dine-in'}",4.2999999046325685
349,Orchid - Fortune Select Global,3.9,0.0,"Fortune Select Global, MG Road, Gurgaon",3000,"Romantic Dining, Jazz Music, Sophisticated, Worth the Price, Breakfast, Great Service",00:00,23:59,23.98,7,Mon,Sun,"['Grilled Fish - nicely cooked and nicely served …\nPalak Paneer - Flavourful dish with appropriate spices', 'First time I have seen restaurant is denying on providing the original bill copy after paying through Zomato Gold', '✨ Join the exquisite flavourful journey of Awadhi cuisine specially curated for you.\n\n✨ May 24, 2024, to June 02, 2024, this festival promises an unparalleled experience of Awadhi cuisine, and it truly delivers on that promise.\n\n✨Book your table now to savor the exquisite flavors!\n\n😋Taste:- 5/5\n📽Presentation:- 5/5\n🎶Music & Ambience- 5/5\n📔Delivery - 5/5\n🛋 Seating & Service - 5/5\n💸Value for Money: 5/5\n\n✨Follow For More Gurgaon Updates @foodie_hr26', 'Everything about this place is excellent. Food , ambience , service.\nTheir Chinese dishes are worth trying .. Chicken fried rice and 3 treasures Vegetables are a must .\nExcellent service by Rajat … Keep it up', 'Chicken Clear soup - I haven’t had anything so flavourful than this . Absolutely a gem with soothing flavours which touches the soul .\nGrilled Fish in Butter Garlic Sauce - there cant be a better preparation than this . Fish grilled to perfection and veggies cooked just right . A perfect balance of flavours…this place serves great dishes but remains in a hide … not sure why ..']",https://www.zomato.com/ncr/orchid-fortune-select-global-mg-road,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 2, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 0.0, 'dine_in_rating': 3.9, 'preference': 'Dine-in'}",1.95
350,Yeti - The Himalayan Kitchen,4.3,0.0,"Cyber Hub, DLF Cyber City, Gurgaon",2100,"Comforting Atmosphere, Inexpensive, Served Quickly, Clean and Hygienic Place, Very Affordable, Recommended Place",12noon,11pm,11.0,7,Mon,Thu,"['The food and ambience was very nice', 'Good Momos', 'The service was slow. No AC. But the food was good.', 'Pathetic food ,they have gone down on quality', 'Thank you Cho for your wonderful service.']",https://www.zomato.com/ncr/yeti-the-himalayan-kitchen-1-dlf-cyber-city-gurgaon,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 0.0, 'dine_in_rating': 4.3, 'preference': 'Dine-in'}",2.15
351,The Barbeque Times,4.2,0.0,"Sector 50, Gurgaon",1800,"Salsa Potato, Wonderful Dessert, Barbeque, Bbq, Crispy Corn, Cheesecake",12noon,3,15.0,7,Mon,Sun,"['Very nice food, crazy variety, covered almost all the cuisines, had so much fun, totally worth it :)', 'good food and live music. good service as well', 'Good food ✌️', 'Great variety and good service.', 'It was a good experience for first timers the service was good. Food was tasty.']",https://www.zomato.com/ncr/the-barbeque-times-sector-50-gurgaon,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 2, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 0.0, 'dine_in_rating': 4.2, 'preference': 'Dine-in'}",2.1
352,Downtown - South Point Mall,4.5,0.0,"South Point Mall, Golf Course Road, Gurgaon",3000,"₹3,000 for two people (approx.) with alcohol",12noon,2am,14.0,7,Mon,Sun,"['Great place. Delicious food and Shubham was amazing and took really good care of us.', 'Ankit was perfect in service. Service was good. Will come again', 'Perfect for sunday evenings ....Must try if you are in gurgaon', 'Enjoyable experience, nice music, singer and guitarist great, service very good, pleasant and polite, helpful waiter, food delicious, drinks variety super, in short, well worth the visit', 'Great experience with Ankit serving us. Must visit place!']",https://www.zomato.com/ncr/downtown-south-point-mall-golf-course-road-gurgaon,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 1, 'negative_reviews_count': 0, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 0.0, 'dine_in_rating': 4.5, 'preference': 'Dine-in'}",2.25
353,Glasshouse - DoubleTree by Hilton,3.9,3.4,"Double Tree by Hilton, Sector 50, Gurgaon",3000,"Hazelnut Mousse, Desserts, Salad, Starters, Pasta",00:00,23:59,23.98,7,Mon,Sun,"['Gautam ensured we get an excellent experience. And thanks for complementary Father’s Day pasteries', 'great service by gautam', This is one of those situations where I hate giving a negative review because the service was pretty good. However""",https://www.zomato.com/ncr/glasshouse-doubletree-by-hilton-sector-50-gurgaon,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 4, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 3.4000000953674316, 'dine_in_rating': 3.9, 'preference': 'Dine-in'}",3.650000047683716
354,EEST - The Westin Gurgaon,4.4,3.6,"The Westin Gurgaon, Sector 29, Gurgaon",4500,"Sashimi, Set Menu, Thai Green Curry, Sushi, Lamb, Noodle",12noon,3,15.0,7,Mon,Sun,"['abhishek are great', 'Refuses to accept zomato after a paid booking from them.\nMr Sumit tries to be oversmart … making 2 bills for a dinner of 2 people.\nNo sense of premium dining whatsoeve', 'Ms. theresa was very hospitable ....great food and service', 'Great food and the service was excellent. However the ambience could have been better.', 'Food is good. The ambience is dull. The cooling is inefficient. Overall, not enough value for the price.']",https://www.zomato.com/ncr/eest-the-westin-gurgaon-sector-29,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 5, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 3.5999999046325684, 'dine_in_rating': 4.4, 'preference': 'Dine-in'}",3.9999999523162844
355,Deck 52 BYOB,4.2,4.0,"Ardee City, Gurgaon",2000,"₹2,000 for two people (approx.)",4pm,11,11.0,7,Mon,Sun,"['Great ambiance and good food', 'service late', 'worst experience, taste, service and ambience ever', 'very less options.\nfood not upto Mark taste wise.', I recently visited Deck52 in Gurgaon and was impressed by the inviting ambiance. The restaurant's modern decor adds a pleasant touch to the dining experience. The service was prompt and attentive""",https://www.zomato.com/ncr/deck-52-byob-ardee-city-gurgaon,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 3, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 4.0, 'dine_in_rating': 4.2, 'preference': 'Dine-in'}",4.1
356,Daddy Of Tastes,4.4,3.0,"Sector 29, Gurgaon",2300,"Mutton Seekh Kebab, Mocktails, Chicken Curry, Dal Tadka, Soya Chaap, Kebabs",1pm,1am,12.0,7,Mon,Sun,"['Good brewed beer.\nAnd soya chaap was really nice.', 'nice place 👍', 'This restaurant is a good place to hang out with friends and family. inviting ambiance, friendly staff, and delicious food make it an ideal spot for spending quality time toger.', 'Complete uncooked Malai Chap\nExcessive Chilly in Honey Chilli Potato\nOverpriced & waste of money', 'staff was not accepting payment from Zomato and cursing Zomato users']",https://www.zomato.com/ncr/daddy-of-tastes-sector-29,"{'overall_sentiment': 'Positive', 'positive_reviews_count': 4, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Positive,"{'delivery_rating': 3.0, 'dine_in_rating': 4.4, 'preference': 'Dine-in'}",3.7
357,Open Tap 29,4.4,0.0,"Main Market, Sector 29, Gurgaon",2500,"Craft Beer, Dark Beer, Brewed Beer, Mixed Sauce Pasta, Hot Wings, Beers",12noon,3am,15.0,7,Mon,Sun,"['the service was excellent', 'Pleasant place, very hygienic. Premium beer was great.', 'Lovely setting, very hygienic. Soups were delicious.', 'Great ambience, super clean. Non-veg kebab platter was fantastic.', 'Fantastic ambience, very hygienic. American fiesta pizza was perfect.']",https://www.zomato.com/ncr/open-tap-29-sector-29-gurgaon,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 3, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 0.0, 'dine_in_rating': 4.4, 'preference': 'Dine-in'}",2.2
358,P.F. Chang's,3.3,0.0,"Cyber Hub, DLF Cyber City, Gurgaon",2200,"₹2,200 for two people (approx.)",12noon,1am,13.0,7,Mon,Sun,"['I am in Delhi for a few days. Recently I visited this wonderful restaurant for dinner with a friend of mine. This is located in Gurgaon DLF cyber city which is a very happening place it was my very first time there.I loved the vibes since I entered the place. The ambiance is so joyful, happy,warm and welcoming. The colour combination of red, black and golf brown makes it more attractive. They have a very nice and spacious sitting area. We had started from mocktails which were Zen Garden and Samurai fizz and were so refreshing and nice in taste. We had hot and sour chicken soup which was very nice in taste. For starters we had Dynamite shrimps which are my all time favorite and were...read more', It was a wonderful dining experience at PF Chang's which serves authentic Chinese and Oriental Cuisine. Situated in the heart of Cyber Hub""",https://www.zomato.com/ncr/p-f-changs-dlf-cyber-city-gurgaon,"{'overall_sentiment': 'Neutral', 'positive_reviews_count': 1, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Neutral,"{'delivery_rating': 0.0, 'dine_in_rating': 3.3, 'preference': 'Dine-in'}",1.65
359,Chili's Grill & Bar,4.6,4.2,"Cyber Hub, DLF Cyber City, Gurgaon",2500,"Triple Dipper Platter, Classic Nachos, Fajitas, Chicken Salad, Tacos, Rice Bowl",12noon,12midnight,12.0,7,Mon,Sun,"['Dhoni was pretty helpful in serving us food timely and provided good service overall', 'Had a great serive by Amit', 'shivansh was a delight, served us the best', 'As always! Great food & service, specially by Abhishek & Dhoni']",https://www.zomato.com/ncr/chilis-grill-bar-dlf-cyber-city-gurgaon,"{'overall_sentiment': 'Neutral', 'positive_reviews_count': 1, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Neutral,"{'delivery_rating': 4.199999809265137, 'dine_in_rating': 4.6, 'preference': 'Dine-in'}",4.399999904632568
360,Unplugged Courtyard,4.3,4.0,"Udyog Vihar, Gurgaon",2000,"Multani Paneer, Avalanche, Mushroom Dimsum, Veg Manchow, Churros, Dum Aloo",12noon,1am,13.0,7,Mon,Sun,"['Cocktails can be better.', 'Good service. Prakash Thapa server was very helpful', 'Good place', 'Had an amazing time today at Unplugged, Udyog Vihar. Organised Office party- very cooperative staff, all food and drinks timely serve DJ was also really good. Overall great experience, special Thanks to Mr. Rajesh for good service throughout :)', 'Small portion size.\nAverage taste.\nSuper slow service']",https://www.zomato.com/ncr/unplugged-courtyard-udyog-vihar,"{'overall_sentiment': 'Negative', 'positive_reviews_count': 0, 'negative_reviews_count': 1, 'neutral_reviews_count': 0}",Negative,"{'delivery_rating': 4.0, 'dine_in_rating': 4.3, 'preference': 'Dine-in'}",4.15
